Id,Title,FullDescription,LocationRaw,LocationNormalized,ContractType,ContractTime,Company,Category,SalaryRaw,SalaryNormalized,SourceName
19047429,Trainee Mortgage Advisor  East Midlands,"Are you a successful, results driven person? Are you looking to start a career in Financial Services? Are you looking for a fast paced, dynamic working environment? Our Client is proud to be an independent estate agent with an unbeatable local knowledge and reputation for excellent service. They have a mortgage advisor within each of their branches to accommodate their customer s needs. As a Trainee Mortgage Advisor, you will work closely with your team to learn and develop whilst achieving shared goals. In addition to this; You will have the determination to succeed in the Financial Services market. You will be capable of working effectively under pressure and in a target orientated environment. You will have the ability to successfully achieve your CeMap qualifications. You will be able to evaluate business at every opportunity. The company will offer a fantastic training programme as well as full funding for CeMap qualifications all within a supportive, team working environment. Once fully qualified, achievable progression thresholds are put in place with excellent earning potential. With a track record of successful sales abilities, preferably within an Estate Agency setting, suitable candidates will have: A drive and enthusiasm to work within the Financial Services market The ability to qualify applicants to advise on their purchasing abilities Excellent communication skills A professional and friendly approach Refined numerate abilities and an attention to detail A driving licence/own car Excellent computing skills You must be a self motivated, driven individual with the ability to be proactive with your own learning and development. You will have the ability to work successfully within a team whilst managing your own, individual work load. Organisational skills and a will to succeed are also a must. Belper, Ilkeston, Eastwood, Derby, Leicester, Mansfield, Melbourne, Ripley",East Midlands,East Midlands,,permanent,Brite Recruitment,Accounting & Finance Jobs,17000 - 25000/annum 17k - 20k OTE 25k,21000,cv-library.co.uk
20199757,"PROJECT ENGINEER, PHARMACEUTICAL","PROJECT ENGINEER PHAMACEUTICAL, c****  Excellent Benefits, Oxfordshire ****/****/mg PROJECT ENGINEER : JOB ROLE: Responsible for execution of Continuous improvement and compliance projects. Responsible too for subprojects related to introduction of new products and processes in order to meet strategic business plans.The position is jointly responsible fo reporting of designated capital and expenses (actual Vs. Plan) associated with implementation of new process equipment or modifications to Existing process equipment. PROJECT ENGINEER: KEY RESPONSIBILITIES: Manage project tasks & deliverables within agreed time, cost, quality Responsbile for process equipment validation, material validation, remediation activity Maintain effectiveness of Quality System in accordance with corporate requirements Effective liaison with Engineering functions, external suppliers and regulatory bodies PROJECT ENGINEER: SKILLS, EXPERIENCE, QUALIFICATION: Proven problem solving skills to quickly implement process improvements Understanding of technical drawings, dealing with suppliers and subcontractors Experience of Project Engineering/Project Management within regulated manufacturing Working knowledge of quality/regulatory systems BSc/HNC with related experience","Witney, Oxfordshire",Witney,,permanent,MatchBox Recruiting Ltd,Healthcare & Nursing Jobs,35000 - 40000/annum c40000 + Excellent Benefits,37500,cv-library.co.uk
20638787,Principal Composite Stress Engineer,"Aerospace Senior Composite Structures Engineer Aerospace, Bristol Our client is a progressive and rapidly expanding organisation, providing high end technical and project management services to the prime aerospace sector. As the Senior Composite Structures Engineer for the aerostructures team you will be involved in some of the most challenging and exciting aerospace projects in the world. You will be expected to take full ownership of technical tasks, and to lead others in their execution. This position is ideally suited to high calibre engineering graduate with significant and appropriate post graduate experience. You will need to demonstrate a desire to be challenged and to contribute towards the success and growth of the business. In return our client offers excellent career development and a competitive reward package. The Senior Composite Structures Engineer should be qualified to degree level or above in engineering and be a recognised expert in the analysis of lightweight Composite structures. You should also have experience of leading teams to deliver effective technical solutions to time, quality and cost objectives. Aerospace industry experience would be advantageous covering aerostructures and/or aero engines. A demonstrable track record in one or more of the following technical disciplines is also required: Fatigue and damage tolerance analysis of composite laminates Static stress analysis of composite structures, including bolted and bonded joints and buckling analysis Finite element analysis of composite laminates and sandwich structures Some work outside normal office hours and national/international travel may be required. Keywords Aerospace, Composites, Structures Aerospace Senior Composite Structures Engineer Aerospace, Bristol Salary ****K****K  benefits package","Avon, South West",Avon,,permanent,Gregory Martin International,Other/General Jobs,40000 - 50000/annum 40K-50K,45000,cv-library.co.uk
20638788,Senior Fatigue Damage Tolerance Engineer,"Senior Fatigue Static stress (metallic or composite) Finite element analysis. Senior Fatigue Aerospace Salary: **** to **** (dep on exp)  benefits package Located: Bristol, Avon, South West","Avon, South West",Avon,,permanent,Gregory Martin International,Other/General Jobs,35000 - 45000/annum 35K-45K,40000,cv-library.co.uk
20797143,Chef de Partie  Award Winning Restaurant  Excellent Tips,"A well respected restaurant located in the Derby area has a Chef de Partie role available Role: A Chef de Partie who is passionate about working with all fresh produce to a high standard is required to join the brigade of chefs at an award winning restaurant.The restaurant serves **** covers at lunch with a set menu and up to **** covers in the evening for the a la carte menu, as Chef de Partie you will be expected to run a section once fully trained keeping your work space clean and tidy at all times. Requirements: All Chef de Parties applying for this role should already have fresh food experience at this level with the ability to manage a busy section.This role can offer the right candidate excellent opportunities to progress within the team. Benefits Include: Uniform Provided Meals on Duty Excellent Tips – Paid Monthly Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the 'apply now' button below and our consultant Tony Papa will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process. This job was originally posted as www.caterer.com/JobSeeking/ChefdePartieAwardWinningRestaurantExcellentTips_job****",Derby Derbyshire East Midlands,Derby,,,Chef Results,Hospitality & Catering Jobs,"Upto 16,000 per annum + Tips (IRO 3K Per Annum)",16000,caterer.com
22579462,Quality Engineer,"Our client are a leading supplier of precision machined, high integrity components, integrated kits of parts and complete mechanical assemblies. Due to an large increase in workload they are recruiting a Quality Engineer Reporting to the Quality Manager, the successful individual will be responsible for providing documentation to fulfil our customers quality assurance requirements on specific contracts, whilst maintaining a system of storage and retrieval for documentation. The role will also support the internal audit schedule, performing audits as required. Responsibilities include: Documentation Checking all vendor supplied documentation to ensure it complies with the requirements or Express s customer specifications. Produce accurate, legible documentation packs, in accordance with customer requirements. Quality Systems Maintain system of storage and retrieval of all associated QA documentation in accordance with ISO9001:**** Certification Ensure certificates of conformance are checked, in accordance with the C of C matrix and any applicable concessions are referenced Material Certification Verify and approve certification on receipt for conformance to customer requirements and resolve discrepancies with suppliers Non conformance Raise and submit supplier reject reports and concessions. Store all responses received in relevant databases. Internal Auditing Carry out internal audits as and when required in line with the internal audit schedule. Identify and report all nonconformances within Quality Management System, and assist in corrective actions to close them out Supplier Rejects Ensure corrective action is received for supplier rejects submitted to key suppliers The Individual: Has experience within the quality department of a related company in a similar role Ideally from a mechanical or manufacturing engineering background. Ideally be familiar with the range of processes involved in the markets of Oil Must have good communication and organisational skills Has the ability to work as part of a team or as an individual. Has the ability to be customer facing and discuss technical / quality issues with vendors and customers","Gateshead, Tyne and Wear",Gateshead,,permanent,Asset Appointments,Engineering Jobs,22000/annum,22000,cv-library.co.uk
22581547,Principal Controls Engineer,"A leading Subsea Engineering Company require a driven and highlyskilled Principal Controls Engineer who will provide technical work on all of the company s controlsrelated concerns and in charge of generating interest from potential clients. As a Principal Controls Engineer, you will be in charge of organising and ensuring engineering calculations, do reports, review designs, give technical assistance to all problems related to cable engineering and come up with methods for cable modelling. The successful candidate will have at least 15 years of Subsea Controls Engineering experience in the Oil and Gas industry. Preferably, you must have a degree in Engineering and a background in Subsea design, construction, installation, operation, or decommissioning and have covered almost all related Subsea Production Systems. This is a brilliant role which includes a very competitive salary package with flexible work hours to the most qualified candidates","Kent, South East",Kent,,permanent,Indigo 21 Ltd,Engineering Jobs,70000 - 100000/annum,85000,cv-library.co.uk
22933091,Chef de Partie  Award Winning Dining  Live In  Share of Tips,A popular hotel located in Norfolk which is a very busy operation has a position available for a Chef de Partie Role: A Chef de Partie capable of coping well under pressure is required to join the kitchen team at a hotel that has an excellent reputation for offering high quality dining to its guests and has gained accreditations in the main restaurant.The busy Brasserie style restaurant regularly serves **** covers for lunch and dinner so this Chef de Partie role will require you to be organised on your section ensuring all prep is complete to the standards expected by the Head Chef before each service. Requirements: All Chef de Parties applying for this role must have a strong background with highlights previous AA Rosette experience in a high volume operation.A candidate who is self motivated and capable of working well in a busy team of chefs would be ideal for this role. Benefits Include: Uniform Provided Meals on Duty Accommodation Available Share of Tips – IRO **** Per Month Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the 'apply now' button below and our consultant Sean Bosley will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process. This job was originally posted as www.caterer.com/JobSeeking/ChefdePartieAwardWinningDiningLiveInShareofTips_job****,Norfolk East Anglia,UK,,,Chef Results,Hospitality & Catering Jobs,"18,000 per annum + Tips (IRO 120 Per Month)",18000,caterer.com
23528672,Senior Fatigue and Damage Tolerance Engineer,"Senior Fatigue Static stress (metallic or composite) Finite element analysis. Senior Fatigue Aerospace  ****K****K (dep on exp)  benefits package Bristol, Avon","Avon, South West",Avon,,permanent,Gregory Martin International,Engineering Jobs,34000 - 45000/annum to 45K,39500,cv-library.co.uk
23529949,C I Design Engineer,"We are currently recruiting on behalf of our client who have an exciting opportunity available for a CE Produce CE Control Panel designs  Genera Arrangements, Detail drawings, Schematics Diagrams, Interlock Diagrams for typically PLC Specification of hardware and production of parts list. Manufacturing specification. Ensure Company policies and procedures are being applied across the projects. Manage the interface between CE Communicate at all levels with both internal and external customers to meet their expectations while meeting the project budget and programme constraints. Support the Lead Engineer in the delivery of scope to budget and programme. Provide technical expertise to tenders as and when required. Provide input to the development of the CE&l function and resource","Wolverhampton, West Midlands",Wolverhampton,,permanent,Rullion Engineering Ltd,Engineering Jobs,33000 - 34000/annum + benefits,33500,cv-library.co.uk
23530231,Lead Engineers (Stress),"Lead Engineers (Stress) Our client provide high end technical and project management services to the prime aerospace companies. Our client are now seeking a Aerospace Senior Stress Engineers to join their growing Aerospace structures teams in Bristol This position of Aerospace Stress Engineer is ideally suited to high calibre engineering graduates with significant and appropriate post graduate experience. You will be expected to take full ownership of technical tasks and to lead others in their execution. Candidates will ideally be degree qualified (min ****:****) or equivalent, and have experience of the technical leadership of projects to time, quality and cost objectives. Aerospace industry experience is an advantage however the calibre of the applicant is more important therefore applicants with Structural Analysis experience from any domain are welcomed. A demonstrable track record in one or more of the following technical disciplines: Fatigue and damage tolerance Static stress analysis (metallic or composite) Finite element analysis. Candidates must also be able to demonstrate: Technical awareness in the field of aerospace structures Effective client management and communication skills Project team leadership Commercial awareness Adaptability Innovative thinking You will need to show a willingness to work outside normal office hours on occasions and flexibility for working from the office, home and clients premises. Ideally you will also: Be pursuing Chartership through the IMechE or RAeS Lead Engineers (Stress) Location: Bristol Salary **** to ****","Bristol, Avon, South West, Avon",UK,,permanent,Gregory Martin International,Engineering Jobs,34000 - 45000/annum,39500,cv-library.co.uk
24104334,"Relief Chef de Partie  Croydon, Surrey  Live in"," HOTEL AND CONFERENCE VENUE CHAIN  RELIEF CHEF DE PARTIE  SURREY  1 WEEK ASSIGNMENT  **** STAR  IMMEDIATE START  Our client on this assignment is a **** star property, part of a hotel and conference venue chain. Based in Croydon, Surrey; they are looking for a Relief Chef de Partie to assist them initially for a period of 1 week, but with a view to this being extended as the week progresses. This is a VERY busy operation, catering for C B and lunches of up to **** covers, and dinner for up to **** covers. The successful Relief Chef de Partie must be used to catering from fresh in high volume, and will be working in a team of 11 chefs. Accommodation is available on this assignment for those of you who do not live in the local area, but for those of you who do live close by, it may also be more suited to someone with their own transport as it is not walking distance to any public transport links. To apply for this position or for further information, please forward a copy of your CV to us quoting job reference TW/256 on all correspondence. Contact details: enquiriestowngatepersonnel.co.uk www.towngatepersonnel.co.uk   We value all applications, however due to the volume of response we are currently receiving, we are only able to contact candidates whose skills and experience closely match the requirements of our clients. In line with the requirements of the Asylum and Immigration Act **** all applicants must be eligible to live and work in the UK . As part of the recruitment process, you will be asked to provide documented evidence of eligibility. In line with the requirements of the Employment Agencies Act **** Towngate Personnel are prohibited from charging workseekers for work finding services. This job was originally posted as www.caterer.com/JobSeeking/ReliefChefdePartieCroydonSurreyLivein_job****",South Croydon Surrey South East,UK,,,Towngate Personnel,Hospitality & Catering Jobs,Upto 9 per hour,17280,caterer.com
24835524,Senior Control and Instrumentation Engineer,"Senior Control and Instrumentation Engineer . Reading, Berkshire. experienced C Senior Control and Instrumentation Engineer. Essential  Degree (or equivalent) in Electrical, Electronic or Control and Instrumentation Engineering or other relevant discipline. Chartered Engineer. Able to demonstrate sound technical experience. A sufficient and appropriate level of building services and controls experience gained within a client organisation, engineering consultancy or equipment supplier. Project management, including controls, planning and estimating and preparation of deliverable/work package. Desirable Working within a multidiscipline engineering team and having a general appreciation of other disciplines constraints and requirements. Nuclear safety case issues and NII site licence conditions. Building management systems. Fire detection and alarms. Telecoms. UPS. Experience of the nuclear industry. Experience of IEE Wiring Regulations 17th edition BS**** Experience of transmission (****kV) electrical plant and configuration design. Experience of distribution (up to ****kV) electrical plant and configuration design. Experience of protection and control design at Transmission and Distribution voltages. The Individual A confident and professional manner. Excellent communication skills. Ability to use initiative and demonstrate creativity. Self motivated and committed to further study. Ability to work within a team. Responsibilities Senior Controls and Instrumentation Engineer  Responsible for managing the control and instrumentation, and potentially electrical, design aspects of substation refurbishment/rekit projects and leading electrical/control aspects of major infrastructure projects from system studies and investment appraisals through to detailed design Act as Project Manager on design projects or on electrical, control and instrumentation aspects of multidisciplinary utilities infrastructure design projects. Mentoring and technical development of a team of junior engineers. Lead on the production of major bids. Cost and time control and reporting. Liaison with clients, suppliers and contractors. Specification, selection and justification of relevant equipment. Generation of Front End Engineering Design packages. Relevant equipment assessment and justification reports. Production of Commissioning Procedures. Production of Technical Specifications. Control Panel/Room Layout Reliability Assessment and C Reading, Berkshire","Berkshire, South East",Berkshire,,permanent,Gregory Martin International,Engineering Jobs,36000 - 47000/annum 36K-47K,41500,cv-library.co.uk
24835548,Control and Instrumentation Engineer,"Control and Instrumentation Engineer / C Reading. Our client is seeking applications from experienced C Control and Instrumentation Engineer / C Degree (or equivalent) in Electrical, Electronic or Control and Instrumentation Engineering or other relevant discipline. Chartered Engineer. Able to demonstrate sound technical experience. A sufficient and appropriate level of building services and controls experience gained within a client organisation, engineering consultancy or equipment supplier. Project management, including controls, planning and estimating and preparation of deliverable/work package. Desirable Working within a multidiscipline engineering team and having a general appreciation of other disciplines constraints and requirements. Nuclear safety case issues and NII site licence conditions. Building management systems. Fire detection and alarms. Telecoms. UPS. Experience of the nuclear industry. Experience of IEE Wiring Regulations 17th edition BS**** Experience of transmission (****kV) electrical plant and configuration design. Experience of distribution (up to ****kV) electrical plant and configuration design. Experience of protection and control design at Transmission and Distribution voltages. The Individual Control and Instrumentation Engineer  A confident and professional manner. Excellent communication skills. Ability to use initiative and demonstrate creativity. Self motivated and committed to further study. Ability to work within a team. Responsibilities  Responsible for providing technical input into the control and instrumentation, and potentially electrical, design aspects of substation refurbishment/rekit projects and leading electrical/control aspects of major infrastructure projects from system studies and investment appraisals through to detailed design. Liaison with clients, suppliers and contractors. Provide technical input into the specification, selection and justification of relevant equipment. Generation of Front End Engineering Design packages. Provide technical input into the relevant equipment assessment and justification reports. Production of Commissioning Procedures. Production of Technical Specifications. Control and Instrumentation Engineer / C Location Reading, Berkshire","Berkshire, South East",Berkshire,,permanent,Gregory Martin International,Engineering Jobs,28000 - 35000/annum 28K-35K,31500,cv-library.co.uk
